,imo,mmsi,callsign,latitude,longitude,vessel_name,vessel_type,source,dt_pos_utc,sog,cog,heading,H3_int_index_8
366,9706592,247388800.0,IBTI,41.16666667,9.885,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:22:21,16.0,354.0,0.0,613027530307272703
381,9706592,247388800.0,IBTI,41.18,9.88333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:25:19,16.0,354.0,0.0,613027530300981247
452,9706592,247388800.0,IBTI,41.205,9.88,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:31:19,16.0,354.0,0.0,613027534132477951
403,9706592,247388800.0,IBTI,41.23166667,9.87666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:37:20,16.0,354.0,0.0,613027534195392511
333,9706592,247388800.0,IBTI,41.245,9.87333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:40:23,16.0,353.0,0.0,613027533947928575
443,9706592,247388800.0,IBTI,41.25666667,9.87166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:43:25,16.0,355.0,0.0,613027533941637119
368,9706592,247388800.0,IBTI,41.27,9.87,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:46:25,16.0,355.0,0.0,613027533725630463
444,9706592,247388800.0,IBTI,41.28333333,9.86833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:49:25,16.0,355.0,0.0,613027534417690623
334,9706592,247388800.0,IBTI,41.29666667,9.86666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:52:22,16.0,354.0,0.0,613027534419787775
335,9706592,247388800.0,IBTI,41.31,9.865,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:55:22,16.0,354.0,0.0,613027534480605183
404,9706592,247388800.0,IBTI,41.35203333,9.86101667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 22:05:16,15.4,355.8,354.0,613029648216883199
654,9706592,247388800.0,IBTI,41.37333333,9.85833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:10:26,15.0,355.0,0.0,613029648181231615
383,9706592,247388800.0,IBTI,41.3845,9.85751667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 22:12:53,15.3,355.2,354.0,613029648242049023
655,9706592,247388800.0,IBTI,41.38666667,9.85666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:13:27,15.0,355.0,0.0,613029648242049023
458,9706592,247388800.0,IBTI,41.4,9.85666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:16:25,15.0,355.0,0.0,613029648766337023
457,9706592,247388800.0,IBTI,41.425,9.85333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:22:28,15.0,355.0,0.0,613029648711811071
449,9706592,247388800.0,IBTI,41.45315,9.84993333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:29:06,15.2,354.3,353.0,613029648801988607
340,9706592,247388800.0,IBTI,41.46333333,9.84833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:31:27,15.0,355.0,0.0,613029634400845823
447,9706592,247388800.0,IBTI,41.475,9.84666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:34:30,15.0,354.0,0.0,613029634409234431
407,9706592,247388800.0,IBTI,41.48916667,9.84556667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 22:37:41,15.0,354.4,353.0,613029634377777151
338,9706592,247388800.0,IBTI,41.5,9.84333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:40:33,15.0,355.0,0.0,613029634434400255
456,9706592,247388800.0,IBTI,41.53273333,9.83995,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 22:48:11,14.9,354.3,353.0,613029634189033471
339,9706592,247388800.0,IBTI,41.55,9.83833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:52:30,15.0,355.0,0.0,613029633973026815
448,9706592,247388800.0,IBTI,41.56333333,9.83666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 22:55:32,15.0,355.0,0.0,613029634662989823
445,9706592,247388800.0,IBTI,41.58833333,9.83333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:01:33,15.0,354.0,0.0,613029634728001535
446,9706592,247388800.0,IBTI,41.6,9.83166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:04:31,15.0,355.0,0.0,613029634688155647
372,9706592,247388800.0,IBTI,41.61073333,9.83035,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 23:06:58,15.1,354.8,354.0,613029618147917823
382,9706592,247388800.0,IBTI,41.61333333,9.83,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:07:32,15.0,354.0,0.0,613029618147917823
653,9706592,247388800.0,IBTI,41.625,9.82833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:10:34,15.0,355.0,0.0,613029618152112127
455,9706592,247388800.0,IBTI,41.64391667,9.8262,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 23:14:53,15.2,354.5,353.0,613029618120654847
702,9706592,247388800.0,IBTI,41.65,9.825,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:16:36,15.0,355.0,0.0,613029618181472255
337,9706592,247388800.0,IBTI,41.66333333,9.82333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:19:36,15.0,355.0,0.0,613029618185666559
369,9706592,247388800.0,IBTI,41.69125,9.8202,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 23:26:11,15.2,354.4,353.0,613029618651234303
703,9706592,247388800.0,IBTI,41.70166667,9.81833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:28:39,15.0,355.0,0.0,613029618655428607
336,9706592,247388800.0,IBTI,41.71333333,9.81666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:31:36,15.0,355.0,0.0,613029618733023231
370,9706592,247388800.0,IBTI,41.74,9.81333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:37:43,15.0,354.0,0.0,613029622587588607
371,9706592,247388800.0,IBTI,41.75166667,9.81166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:40:38,15.0,356.0,0.0,613029622558228479
453,9706592,247388800.0,IBTI,41.78136667,9.80895,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 23:47:28,15.3,354.8,355.0,613029622629531647
406,9706592,247388800.0,IBTI,41.79,9.80833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:49:43,15.0,355.0,0.0,613029622373679103
405,9706592,247388800.0,IBTI,41.81666667,9.805,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:55:42,16.0,354.0,0.0,613029622151380991
454,9706592,247388800.0,IBTI,41.82966667,9.80336667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 23:58:47,15.5,355.4,356.0,613029622220587007
652,9706592,247388800.0,IBTI,41.82833333,9.80333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 23:58:47,16.0,356.0,0.0,613029622843441151
838,9706592,247388800.0,IBTI,41.87798333,9.79838333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 00:10:04,15.5,356.3,356.0,613029620295401471
511,9706592,247388800.0,IBTI,41.90666667,9.795,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 00:16:44,16.0,356.0,0.0,613029620358316031
804,9706592,247388800.0,IBTI,41.94831667,9.79213333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 00:26:22,15.7,356.9,356.0,613029620855341055
551,9706592,247388800.0,IBTI,41.95833333,9.79166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 00:28:45,16.0,357.0,0.0,613029620798717951
584,9706592,247388800.0,IBTI,41.97166667,9.79,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 00:31:52,16.0,356.0,0.0,613029620792426495
512,9706592,247388800.0,IBTI,41.985,9.79,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 00:34:47,16.0,357.0,0.0,613029620880506879
621,9706592,247388800.0,IBTI,41.99646667,9.7883,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 00:37:16,16.0,355.5,355.0,613029652658651135
587,9706592,247388800.0,IBTI,42.05326667,9.78283333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 00:50:09,15.9,355.8,356.0,613029652694302719
588,9706592,247388800.0,IBTI,42.065,9.78166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 00:52:54,16.0,356.0,0.0,613029652446838783
806,9706592,247388800.0,IBTI,42.11623333,9.77726667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 01:04:29,15.8,357.2,355.0,613029652977418239
623,9706592,247388800.0,IBTI,42.15666667,9.77333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:13:55,16.0,355.0,0.0,613029650360172543
772,9706592,247388800.0,IBTI,42.17,9.77166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:16:55,16.0,356.0,0.0,613029650362269695
622,9706592,247388800.0,IBTI,42.18333333,9.77166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:20:00,16.0,356.0,0.0,613029650332909567
771,9706592,247388800.0,IBTI,42.19666667,9.77,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:22:56,16.0,357.0,0.0,613029650387435519
585,9706592,247388800.0,IBTI,42.21,9.76833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:25:58,16.0,356.0,0.0,613029650911723519
805,9706592,247388800.0,IBTI,42.23666667,9.76666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:32:01,16.0,356.0,0.0,613029650857197567
773,9706592,247388800.0,IBTI,42.25,9.765,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:35:00,16.0,355.0,0.0,613029650945277951
586,9706592,247388800.0,IBTI,42.275,9.76166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:41:01,16.0,355.0,0.0,613029654799843327
624,9706592,247388800.0,IBTI,42.315,9.75666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:49:58,16.0,355.0,0.0,613029654833397759
513,9706592,247388800.0,IBTI,42.32833333,9.755,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 01:52:59,16.0,355.0,0.0,613029654585933823
839,9706592,247388800.0,IBTI,42.35976667,9.75183333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 02:00:16,15.8,355.0,354.0,613029654372024319
552,9706592,247388800.0,IBTI,42.36666667,9.75166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:02:02,16.0,354.0,0.0,613029655055695871
510,9706592,247388800.0,IBTI,42.38,9.75,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:05:09,16.0,355.0,0.0,613029655124901887
729,9706592,247388800.0,IBTI,42.4035,9.74656667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 02:10:16,15.7,355.0,354.0,613029655089250303
509,9706592,247388800.0,IBTI,42.40666667,9.74666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:11:04,16.0,354.0,0.0,613029655089250303
766,9706592,247388800.0,IBTI,42.42,9.745,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:14:03,16.0,355.0,0.0,613029421653164031
617,9706592,247388800.0,IBTI,42.4483,9.74091667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 02:20:35,15.7,354.1,354.0,613029421625901055
548,9706592,247388800.0,IBTI,42.45833333,9.74,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:23:11,16.0,355.0,0.0,613029421686718463
580,9706592,247388800.0,IBTI,42.49665,9.73526667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 02:31:41,15.8,355.4,355.0,613029422156480511
724,9706592,247388800.0,IBTI,42.54388333,9.72993333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 02:42:22,16.0,355.7,355.0,613029418576642047
547,9706592,247388800.0,IBTI,42.565,9.72833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:47:14,16.0,355.0,0.0,613029418555670527
762,9706592,247388800.0,IBTI,42.57833333,9.72666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:50:14,16.0,356.0,0.0,613029418616487935
761,9706592,247388800.0,IBTI,42.58881667,9.7248,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 02:52:27,16.1,355.1,355.0,613029418618585087
504,9706592,247388800.0,IBTI,42.59166667,9.725,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:53:15,16.0,356.0,0.0,613029418618585087
764,9706592,247388800.0,IBTI,42.605,9.72333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:56:10,16.0,355.0,0.0,613029418371121151
616,9706592,247388800.0,IBTI,42.61833333,9.72166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 02:59:15,16.0,355.0,0.0,613029418140434431
763,9706592,247388800.0,IBTI,42.63166667,9.72,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:02:16,16.0,356.0,0.0,613029418148823039
546,9706592,247388800.0,IBTI,42.63801667,9.71963333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 03:03:28,16.1,355.7,355.0,613029418209640447
760,9706592,247388800.0,IBTI,42.68378333,9.71536667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 03:13:46,16.0,355.8,355.0,613029418687791103
765,9706592,247388800.0,IBTI,42.70853333,9.71306667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 03:19:21,16.0,356.3,355.0,613029423802744831
505,9706592,247388800.0,IBTI,42.72853333,9.71121667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 03:23:51,16.0,356.4,355.0,613029423834202111
581,9706592,247388800.0,IBTI,42.75166667,9.71,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:29:15,16.0,359.0,0.0,613029424333324287
800,9706592,247388800.0,IBTI,42.76261667,9.70988333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 03:31:34,16.0,358.9,357.0,613029424303964159
549,9706592,247388800.0,IBTI,42.77283333,9.70951667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 03:33:52,16.0,358.8,357.0,613029424297672703
506,9706592,247388800.0,IBTI,42.77833333,9.71,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:35:19,16.0,358.0,0.0,613029424308158463
837,9706592,247388800.0,IBTI,42.79166667,9.70833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:38:15,16.0,352.0,0.0,613029424385753087
725,9706592,247388800.0,IBTI,42.805,9.705,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:41:18,16.0,352.0,0.0,613029456163897343
507,9706592,247388800.0,IBTI,42.81833333,9.70333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:44:19,16.0,354.0,0.0,613029456165994495
550,9706592,247388800.0,IBTI,42.83166667,9.70166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:47:20,16.0,353.0,0.0,613029456136634367
619,9706592,247388800.0,IBTI,42.845,9.69833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 03:50:19,16.0,353.0,0.0,613029456197451775
728,9706592,247388800.0,IBTI,42.8618,9.69641667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 03:53:59,16.1,353.2,351.0,613029456199548927
583,9706592,247388800.0,IBTI,42.89521667,9.69088333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:01:29,16.2,350.3,348.0,613029455729786879
582,9706592,247388800.0,IBTI,42.9067,9.6883,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:04:04,16.3,348.5,346.0,613029455790604287
620,9706592,247388800.0,IBTI,42.91166667,9.68666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 04:05:22,16.0,347.0,0.0,613029455798992895
769,9706592,247388800.0,IBTI,42.94896667,9.67496667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:13:40,16.3,347.2,344.0,613029456258269183
727,9706592,247388800.0,IBTI,42.95125,9.67425,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:14:11,16.3,347.1,344.0,613029456266657791
767,9706592,247388800.0,IBTI,42.99583333,9.6605,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:24:16,16.4,347.7,344.0,613029452636487679
726,9706592,247388800.0,IBTI,43.01833333,9.65333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 04:29:30,17.0,348.0,0.0,613029454400192511
768,9706592,247388800.0,IBTI,43.02846667,9.6508,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:31:34,16.6,347.5,344.0,613029454469398527
618,9706592,247388800.0,IBTI,43.04056667,9.64698333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:34:16,16.6,346.8,344.0,613029454463107071
803,9706592,247388800.0,IBTI,43.07166667,9.63666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 04:41:29,17.0,346.0,0.0,613029458292506623
508,9706592,247388800.0,IBTI,43.08563333,9.63183333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:44:23,16.5,345.5,344.0,613029458361712639
801,9706592,247388800.0,IBTI,43.12921667,9.62571667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:54:23,15.9,15.7,14.0,613029457891950591
802,9706592,247388800.0,IBTI,43.13435,9.62768333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 04:55:35,16.0,16.1,15.0,613029457885659135
770,9706592,247388800.0,IBTI,43.15166667,9.63333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 04:59:30,16.0,16.0,0.0,613029457852104703
554,9706592,247388800.0,IBTI,43.16333333,9.63833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:02:30,16.0,16.0,0.0,613029457860493311
807,9706592,247388800.0,IBTI,43.17251667,9.64231667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:04:29,15.9,16.0,15.0,613029457948573695
774,9706592,247388800.0,IBTI,43.17666667,9.64333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:05:33,16.0,16.0,0.0,613029457948573695
626,9706592,247388800.0,IBTI,43.19,9.64833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:08:32,16.0,16.0,0.0,613029458441404415
553,9706592,247388800.0,IBTI,43.21065,9.65708333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:13:29,15.8,15.4,15.0,613029458407849983
625,9706592,247388800.0,IBTI,43.21485,9.65868333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:14:29,15.9,15.2,14.0,613029458407849983
598,9706592,247388800.0,IBTI,43.25763333,9.67465,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:24:41,15.6,14.6,14.0,613029785611796479
845,9706592,247388800.0,IBTI,43.27833333,9.68166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:29:37,16.0,14.0,0.0,613029785704071167
599,9706592,247388800.0,IBTI,43.28655,9.68503333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:31:35,15.5,14.4,14.0,613029785448218623
737,9706592,247388800.0,IBTI,43.29,9.68666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:32:37,16.0,14.0,0.0,613029785448218623
561,9706592,247388800.0,IBTI,43.30333333,9.69166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:35:37,16.0,15.0,0.0,613029785452412927
560,9706592,247388800.0,IBTI,43.32833333,9.7,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:41:37,16.0,13.0,0.0,613029785920077823
779,9706592,247388800.0,IBTI,43.3372,9.70203333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:43:35,15.7,13.4,13.0,613029785924272127
813,9706592,247388800.0,IBTI,43.34315,9.7039,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:44:59,15.7,13.4,13.0,613029785884426239
814,9706592,247388800.0,IBTI,43.35333333,9.70666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:47:39,16.0,13.0,0.0,613029785880231935
738,9706592,247388800.0,IBTI,43.36666667,9.71166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:50:39,16.0,13.0,0.0,613029785968312319
594,9706592,247388800.0,IBTI,43.38633333,9.7174,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:55:04,15.9,14.0,14.0,613029771571363839
778,9706592,247388800.0,IBTI,43.38935,9.71836667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 05:55:46,16.0,12.4,13.0,613029771571363839
559,9706592,247388800.0,IBTI,43.405,9.72333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 05:59:41,16.0,14.0,0.0,613029771542003711
595,9706592,247388800.0,IBTI,43.41833333,9.72833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:02:44,16.0,15.0,0.0,613029771546198015
518,9706592,247388800.0,IBTI,43.42945,9.73181667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:05:05,16.0,13.6,15.0,613029784034738175
596,9706592,247388800.0,IBTI,43.43166667,9.73333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:05:40,16.0,14.0,0.0,613029784034738175
597,9706592,247388800.0,IBTI,43.445,9.73666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:08:44,16.0,15.0,0.0,613029784005378047
736,9706592,247388800.0,IBTI,43.47253333,9.74726667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:15:05,16.1,15.1,16.0,613029784097652735
777,9706592,247388800.0,IBTI,43.49181667,9.7544,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:19:34,15.9,15.4,16.0,613029755733671935
776,9706592,247388800.0,IBTI,43.50833333,9.76,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:23:41,16.0,14.0,0.0,613029755700117503
842,9706592,247388800.0,IBTI,43.51566667,9.76308333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:25:10,15.8,15.7,16.0,613029755708506111
591,9706592,247388800.0,IBTI,43.52166667,9.765,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:26:42,16.0,15.0,0.0,613029755452653567
843,9706592,247388800.0,IBTI,43.535,9.77,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:29:41,16.0,15.0,0.0,613029755446362111
515,9706592,247388800.0,IBTI,43.54275,9.77313333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:31:34,15.8,15.1,16.0,613029755417001983
811,9706592,247388800.0,IBTI,43.54666667,9.775,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:32:47,16.0,15.0,0.0,613029755417001983
732,9706592,247388800.0,IBTI,43.55843333,9.77891667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:35:16,15.8,15.2,16.0,613029755421196287
592,9706592,247388800.0,IBTI,43.57333333,9.78333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:38:43,16.0,14.0,0.0,613029755509276671
557,9706592,247388800.0,IBTI,43.585,9.78833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:41:43,16.0,15.0,0.0,613029756002107391
733,9706592,247388800.0,IBTI,43.5938,9.79181667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:43:34,15.9,15.8,17.0,613029757270884351
810,9706592,247388800.0,IBTI,43.6019,9.79486667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:45:28,15.9,15.1,16.0,613029755972747263
556,9706592,247388800.0,IBTI,43.61166667,9.79833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:47:45,16.0,16.0,0.0,613029755976941567
514,9706592,247388800.0,IBTI,43.62333333,9.80333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:50:45,16.0,15.0,0.0,613029753573605375
730,9706592,247388800.0,IBTI,43.63666667,9.80833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:53:45,16.0,15.0,0.0,613029753577799679
589,9706592,247388800.0,IBTI,43.64566667,9.81116667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 06:55:45,15.8,15.5,17.0,613029753537953791
775,9706592,247388800.0,IBTI,43.65,9.81333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 06:56:45,16.0,16.0,0.0,613029753533759487
841,9706592,247388800.0,IBTI,43.675,9.82166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 07:02:50,16.0,16.0,0.0,613029753630228479
555,9706592,247388800.0,IBTI,43.68663333,9.8275,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:05:34,14.9,26.2,30.0,613029753183535103
840,9706592,247388800.0,IBTI,43.69833333,9.83666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 07:08:51,15.0,27.0,0.0,613029753374375935
590,9706592,247388800.0,IBTI,43.71,9.84333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 07:11:51,15.0,27.0,0.0,613029753345015807
627,9706592,247388800.0,IBTI,43.72441667,9.85386667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:15:33,15.4,27.0,29.0,613029753837846527
809,9706592,247388800.0,IBTI,43.74046667,9.86513333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:19:46,15.4,26.9,29.0,613029753860915199
731,9706592,247388800.0,IBTI,43.745,9.86833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 07:20:57,15.0,28.0,0.0,613029753804292095
808,9706592,247388800.0,IBTI,43.76318333,9.88171667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:25:47,15.4,27.8,30.0,613029753827360767
593,9706592,247388800.0,IBTI,43.77833333,9.89333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 07:29:53,15.0,29.0,0.0,613029758944411647
517,9706592,247388800.0,IBTI,43.78566667,9.8985,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:31:47,15.2,28.5,30.0,613029758906662911
734,9706592,247388800.0,IBTI,43.80078333,9.90998333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:35:52,15.2,29.5,30.0,613029758910857215
735,9706592,247388800.0,IBTI,43.83,9.93265,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:43:46,15.2,29.0,30.0,613029758738890751
844,9706592,247388800.0,IBTI,43.83815,9.93893333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:45:59,15.1,29.7,30.0,613029758743085055
558,9706592,247388800.0,IBTI,43.845,9.945,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 07:47:56,15.0,29.0,0.0,613029758705336319
812,9706592,247388800.0,IBTI,43.86833333,9.96166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 07:53:58,16.0,29.0,0.0,613029759225430015
516,9706592,247388800.0,IBTI,43.87626667,9.9679,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 07:56:05,15.4,30.8,32.0,613029759221235711
600,9706592,247388800.0,IBTI,43.9,9.99,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 08:03:02,15.0,35.0,0.0,613029759198167039
628,9706592,247388800.0,IBTI,43.91143333,10.00135,ROSA DEI VENTI,Cargo,T-AIS,2021-10-03 08:06:05,15.4,35.1,36.0,613029802961534975
865,9706592,247388800.0,IBTI,43.92166667,10.01166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 08:09:05,15.0,35.0,0.0,613029802988797951
759,9706592,247388800.0,IBTI,43.98166667,10.05,ROSA DEI VENTI,Cargo,S-AIS,2021-10-03 08:27:08,10.0,20.0,0.0,613029802670030847
