Country,Name,UNLocode,Latitude,Longitude,H3_hex_8,H3_int_index_8,H3_ring,H3_res,type
NOR,Halsa Meloy,NOHSA,66.743285,13.546853,8808295047fffff,612633125859622911,3,8,
NOR,Halsnoy,NOHAZ,59.79177,5.684997,8809802d8bfffff,612656687316205567,3,8,
NOR,Halvorshavn,NOHAN,59.583144,10.61811,8809994753fffff,612658412223725567,3,8,
NOR,Hanoytangen,NOHOT,60.437963,5.101621,8809818abdfffff,612656781052608511,3,8,
NOR,Hansnes,NOHAE,69.9614,19.620643,88094b7463fffff,612653064200912895,3,8,
NOR,Haroysundet,NOHRS,62.88422,6.963031,8808362dd5fffff,612634009966477311,3,8,
NOR,Hausvikstrand,NOHSV,58.039746,6.983156,880991073bfffff,612657845262876671,3,8,
NOR,Havik,NOHVI,59.324936,5.299822,88098045a3fffff,612656693783822335,3,8,
NOR,Hekkelstrand,NOHEK,68.4,16.83333333,88095ba09dfffff,612654175584518143,3,8,
NOR,Herfjord,NOHEF,64.006047,10.025551,8808060ce3fffff,612630702587903999,3,8,
NOR,Heroya,NOHRY,59.116366,9.625507,88099806e9fffff,612658326213230591,3,8,
NOR,Heroysundet,NOHET,59.922163,5.788449,88098158adfffff,612656767614058495,3,8,
NOR,Herre,NOHRR,59.105598,9.565863,8809980655fffff,612658326058041343,3,8,
NOR,Hjelmeland,NOHJL,59.23449,6.172929,880983d8b1fffff,612656939416944639,3,8,
NOR,Hjelset,NOHJJ,62.779746,7.504706,8808328e17fffff,612633760927580159,3,8,
NOR,Hogset,NOHOG,67.131647,14.993114,8808293603fffff,612633118808997887,3,8,
NOR,Holmestrand,NOHOL,59.489381,10.319594,880999501bfffff,612658414580924415,3,8,
NOR,Hommelvik,NOHOK,63.420136,10.804471,8808150283fffff,612631730595037183,3,8,
NOR,Hopen,SJHOP,68.197002,14.345183,88095ab449fffff,612654112145670143,3,8,
NOR,Hopen,NOHOP,68.197002,14.345183,88095ab449fffff,612654112145670143,3,8,
NOR,Hordvik,NOHRV,60.52315,5.318651,8809811649fffff,612656749792460799,3,8,
NOR,Horsoy,NOHOO,60.43123,5.163008,880981888bfffff,612656780463308799,3,8,
NOR,Horten,NOHOR,59.413453,10.49333,8809995ab7fffff,612658417428856831,3,8,
NOR,Hoyanger,NOHYR,61.212785,6.075108,88098c12d5fffff,612657504779763711,3,8,
NOR,Hummelvik,NOHMV,70.252407,21.784026,880125c6a3fffff,612509737451257855,3,8,
NOR,Hundeidvika,NOHUD,62.365234,6.412427,880836419dfffff,612634015276466175,3,8,
NOR,Husnes,NOHUS,59.872061,5.760211,880981593bfffff,612656767762956287,3,8,
NOR,Hyllestad,NOHYL,61.172235,5.29268,8809aa6713fffff,612659588977655807,3,8,
NOR,Igeroy,NOIGE,65.677344,12.131077,88082a54dbfffff,612633195808030719,3,8,
NOR,Iglandsvik,NOIGL,61.837448,4.939006,8809abc555fffff,612659682999271423,3,8,
NOR,Ikornnes,NOIKR,62.389306,6.554876,8808364eadfffff,612634018782904319,3,8,
NOR,Inndyr,NOIDR,67.036571,14.025669,880829109bfffff,612633108767834111,3,8,
NOR,Jarlsoy,NOJOY,59.247714,10.470404,8809982db9fffff,612658336631881727,3,8,
NOR,Jondal,NOJON,60.274698,6.250004,88098162e3fffff,612656770355036159,3,8,
NOR,Jovik,NOJOV,69.605051,19.814066,8808e99749fffff,612646339060170751,3,8,
NOR,KabelvAg,NOKAB,68.208381,14.489971,88095ab6b5fffff,612654112795787263,3,8,
NOR,Kaldfjord,NOKDF,69.686837,18.738669,8808ed36c1fffff,612646588025667583,3,8,
NOR,Kalvneset,NOKAN,61.932849,5.448876,8809ab01a7fffff,612659630471905279,3,8,
NOR,Kambo,NOKMO,59.475762,10.686935,8809994185fffff,612658410665541631,3,8,
NOR,Karsto,NOKAR,59.271812,5.504003,880982b6cdfffff,612656861600022527,3,8,
NOR,Kilvik,NOKIL,66.731805,13.894936,8808295537fffff,612633127185022975,3,8,
NOR,Kjerringoy,NOKJE,67.522902,14.762451,88095a601dfffff,612654089550954495,3,8,
NOR,Kjorebonn,NOKJB,58.900804,9.485914,88099818ddfffff,612658331032485887,3,8,
NOR,Kopervik,NOKOP,59.282503,5.298499,8809804e81fffff,612656696164089855,3,8,
NOR,Kragero,NOKRA,58.869875,9.416094,8809981859fffff,612658330894073855,3,8,
NOR,Kristiansand,NOKRS,58.157358,8.035131,88099e8317fffff,612658771864322047,3,8,
NOR,Kristoffervalen,NOKVL,70.131195,19.99239,88094b2069fffff,612653041658626047,3,8,
NOR,Kvam,NOKVM,60.370123,6.15682,8809817417fffff,612656774972964863,3,8,
NOR,Kyrksaeterora,NOKYR,63.292592,9.090337,8808330c63fffff,612633794830139391,3,8,
NOR,Langesund,NOLAD,59.000802,9.750654,8809980e07fffff,612658328123736063,3,8,
NOR,Langevag,NOLAG,59.611722,5.245539,8809800cb7fffff,612656678503972863,3,8,
NOR,Langstein,NOLGS,63.545397,10.888943,880815a9e1fffff,612631775522324479,3,8,
NOR,Larsnes,NONZC,62.203801,5.571551,8809ab3017fffff,612659642937376767,3,8,
NOR,Larvik,NOLAR,59.045217,10.03874,8809987617fffff,612658356057800703,3,8,
NOR,Leines,NOLNE,67.731996,14.771994,88095a39c9fffff,612654079262326783,3,8,
NOR,Leirfjord,NOLEF,66.076293,13.041582,88082bd847fffff,612633299805798399,3,8,
NOR,Leirvik,NOLRI,59.779801,5.502147,8809802f43fffff,612656687777579007,3,8,
NOR,Leknes,NOLKN,68.134497,13.609736,88095a8649fffff,612654099797639167,3,8,
NOR,Leksvik,NOLKV,63.668344,10.618517,880815a053fffff,612631772957507583,3,8,
NOR,Lessremman,NOLRE,65.364607,12.476128,88080335e5fffff,612630507437424639,3,8,
NOR,Levanger,NOLEV,63.749214,11.29954,880802cb2dfffff,612630478790328319,3,8,
NOR,Liavag,NOLIA,62.346871,6.068901,8808365103fffff,612634019409952767,3,8,
NOR,Lillesand,NOLIL,58.247106,8.37956,88099e8cc3fffff,612658774460596223,3,8,
NOR,Listraumen,NOLFF,61.139765,5.200082,8809aa629dfffff,612659587780182015,3,8,
NOR,Litangen,NOLIT,58.850164,9.297062,8809981a4dfffff,612658331418361855,3,8,
NOR,Lodingen,NOLOD,68.41775,15.99823,88095b840dfffff,612654167917330431,3,8,
NOR,Lonevag,NOLON,60.527548,5.490597,88098114cdfffff,612656749394001919,3,8,
NOR,Luster,NOLUS,61.441304,7.457474,88098d4a33fffff,612657588361756671,3,8,
NOR,Lutelandet,NOLUL,61.249857,4.990501,8809aa76c9fffff,612659593195028479,3,8,
NOR,Lyngseidet,NOLYD,69.574075,20.221557,8808e9805dfffff,612646332907126783,3,8,
NOR,Malm,NOMLM,64.071613,11.221561,88080289cbfffff,612630461239263231,3,8,
NOR,Maurholen,NOMAH,58.469605,5.920916,8809825735fffff,612656835939270655,3,8,
NOR,Melbu,NOMEL,68.494876,14.80746,88095876b7fffff,612653958179061759,3,8,
NOR,Midsund,NOMID,62.674338,6.673139,8808367421fffff,612634028836651007,3,8,
NOR,Misten,NOMIT,67.452528,14.731252,88095a6ac9fffff,612654092415664127,3,8,
NOR,Mjolkevikvarden,NOMVV,60.552949,4.985169,88098180c3fffff,612656778374545407,3,8,
NOR,Mo i Rana,NOMQN,66.317593,14.129559,88082b165bfffff,612633247750291455,3,8,
NOR,Molde,NOMOL,62.733714,7.152165,88083291a5fffff,612633761881784319,3,8,
NOR,Molstrevag,NOMOV,59.522726,5.257227,8809807283fffff,612656705829863423,3,8,
NOR,Mongstad,NOMON,60.814422,5.020659,8809aa4d55fffff,612659582067539967,3,8,
NOR,Mongstadbase,NOMOB,60.798017,5.069014,8809aa4d3dfffff,612659582042374143,3,8,
NOR,Mosjoen,NOMJF,65.837252,13.186519,88082a20e7fffff,612633181861969919,3,8,
NOR,Moskenes,NOMSK,67.897379,13.037657,88095ad60dfffff,612654121209561087,3,8,
NOR,Mosterhamn,NOMOS,59.70096,5.384567,8809802a6bfffff,612656686477344767,3,8,
NOR,Muruvika,NOMRV,63.437675,10.836009,8808150745fffff,612631731872202751,3,8,
NOR,Namsos,NOOSY,64.463554,11.494879,880802b5a1fffff,612630473006383103,3,8,
NOR,Narvik,NONVK,68.431158,17.41786,8808ec90bbfffff,612646543459090431,3,8,
NOR,Nesna,NONSN,66.200823,13.012964,88082bd235fffff,612633298176311295,3,8,
NOR,Nevlunghamn,NONEV,58.968174,9.86792,8809980d19fffff,612658327874174975,3,8,
NOR,Nordfjordeid,NONFD,61.904726,5.987103,8809ab629bfffff,612659656497561599,3,8,
NOR,Nordfosen,NONFO,63.956009,10.178532,880806772dfffff,612630731119656959,3,8,
NOR,Nordmela,NONOM,69.140769,15.679871,8809598ae9fffff,612654032319676415,3,8,
NOR,Norheimsund,NONHS,60.372517,6.147124,8809817411fffff,612656774966673407,3,8,
NOR,Nusfjord,NOZNJ,68.034163,13.349726,88095a831dfffff,612654098946195455,3,8,
NOR,Odda,NOODD,60.069509,6.544872,88098169a5fffff,612656772169072639,3,8,
NOR,Olden,NOOLD,61.838929,6.808708,88098dc6b1fffff,612657621779873791,3,8,
NOR,Olderdalen,NOOLL,69.602149,20.531967,8808e98e2bfffff,612646336612794367,3,8,
NOR,Olen,NOOLN,59.604825,5.801797,8809839125fffff,612656920211226623,3,8,
NOR,Omastranda,NOOMA,60.21648,5.975235,8809817339fffff,612656774740180991,3,8,
NOR,Orkanger,NOORK,63.317438,9.848789,8808159a39fffff,612631771319631871,3,8,
NOR,Orsta,NOORS,62.197535,6.12294,8809ab2cc3fffff,612659642043990015,3,8,
NOR,Oslo,NOOSL,59.909575,10.732445,8809993b19fffff,612658408941682687,3,8,
NOR,Porsgrunn,NOPOR,59.139059,9.643871,880998068bfffff,612658326114664447,3,8,
NOR,Rafnes,NORAF,59.098181,9.593107,8809980607fffff,612658325976252415,3,8,
NOR,Randaberg,NORDB,59.013539,5.642488,880982b813fffff,612656861941858303,3,8,
NOR,Andalsnes,NOAND,62.568261,7.692029,880832c491fffff,612633775551021055,3,8,
NOR,Rennesoy,NOREN,59.096675,5.698696,880982a06bfffff,612656855591682047,3,8,
NOR,Risor,NORIS,58.719886,9.240622,880998cf53fffff,612658380011470847,3,8,
NOR,Roan,NOROA,64.177507,10.212189,8808062067fffff,612630707826589695,3,8,
NOR,Rorvik,NORVK,64.859251,11.235381,88080066e1fffff,612630314428137471,3,8,
NOR,Salangen,NOSAL,68.873028,17.834134,8809592cadfffff,612654007023828991,3,8,
NOR,Salangsverket,NOSAC,68.908205,17.721369,8809592c53fffff,612654006929457151,3,8,
NOR,Salten,NOSAT,67.365788,15.588056,8808e58e8bfffff,612646061835550719,3,8,
NOR,Sand,NOSAX,59.48314,6.249096,880983c689fffff,612656934543163391,3,8,
NOR,Sandefjord,NOTRF,59.12606,10.228854,8809982829fffff,612658335138709503,3,8,
NOR,Sandeid,NOSAF,59.541551,5.868098,880983986dfffff,612656922165772287,3,8,
NOR,Sandnes,NOSAS,58.853565,5.743622,8809821461fffff,612656818000232447,3,8,
NOR,Sandnessjoen,NOSSJ,66.023253,12.631637,88082aaf41fffff,612633220074176511,3,8,
NOR,Sandvika,NOSDI,58.871443,5.763225,8809821403fffff,612656817901666303,3,8,
NOR,Sandviksberget,NOSAI,64.321771,10.446745,88080624a9fffff,612630708969537535,3,8,
NOR,Sauda,NOSAU,59.644082,6.338831,8809838d81fffff,612656919233953791,3,8,
NOR,Seljeli,NOSEJ,66.127708,13.571256,88082bc547fffff,612633294705524735,3,8,
NOR,Selva,NOSEV,63.615753,9.729713,8808065aa1fffff,612630723456663551,3,8,
NOR,Sistranda,NOSSS,63.737071,8.838503,880833a5c5fffff,612633836003524607,3,8,
NOR,Sjovegan,NOSJV,68.873517,17.834479,8809592cadfffff,612654007023828991,3,8,
NOR,Skarholmen,NOSRH,60.399617,5.207706,880981899bfffff,612656780748521471,3,8,
NOR,Skibotn,NOSKB,69.395344,20.267434,8808e99949fffff,612646339597041663,3,8,
NOR,Skien,NOSKE,59.204243,9.610762,880998a8adfffff,612658369636859903,3,8,
NOR,Skjerkoya,NOSKI,59.059269,9.636043,8809980739fffff,612658326297116671,3,8,
NOR,Skjervoy,NOSKY,70.032935,20.977952,88012592e3fffff,612509723559723007,3,8,
NOR,Skogn,NOSKX,63.716972,11.154931,88081536e9fffff,612631744660635647,3,8,
NOR,Skrolsvik,NOSRK,69.066204,16.811829,880959a9a1fffff,612654040565678079,3,8,
NOR,Slagentangen,NOSLG,59.322819,10.513614,880999593dfffff,612658417032495103,3,8,
NOR,Slemmestad,NOSLM,59.782886,10.499858,8809990181fffff,612658393481478143,3,8,
NOR,Smola,NOSMO,63.420705,7.825397,8808306487fffff,612633612331778047,3,8,
NOR,Snekkevik,NOSNV,60.345005,5.159532,8809818939fffff,612656780645761023,3,8,
NOR,Sogndal,NOSOG,61.2284,7.104243,88098c28a5fffff,612657510635012095,3,8,
NOR,Sorreisa,NOSRA,69.155682,18.143856,8808ed894bfffff,612646610182078463,3,8,
NOR,Spjelkavik,NOSPV,62.458616,6.350836,8808364703fffff,612634016725598207,3,8,
NOR,Stakkvik,NOSAK,69.955025,19.668541,88094b743dfffff,612653064161067007,3,8,
NOR,Stamsund,NOSUZ,68.122094,13.847163,88095a8695fffff,612654099877330943,3,8,
NOR,Standal,NOSNL,62.263807,6.426583,8808364843fffff,612634017061142527,3,8,
NOR,Stathelle,NOSTA,59.045912,9.699472,8809980501fffff,612658325701525503,3,8,
NOR,Stavern,NOSTV,58.999768,10.041357,8809987711fffff,612658356319944703,3,8,
NOR,Sto,NOSTX,69.020411,15.122214,880959d0c1fffff,612654051068215295,3,8,
NOR,Stokmarknes,NOSKN,68.56852,14.913447,8809582a43fffff,612653937656332287,3,8,
NOR,Stord,NOSRP,59.780119,5.509626,8809802f55fffff,612656687796453375,3,8,
NOR,Stord base,NOSBA,59.75735,5.4919,8809802a97fffff,612656686523482111,3,8,
NOR,Stordal,NOSDZ,62.379016,6.981694,88098da65bfffff,612657613099761663,3,8,
NOR,Storfjord,NOSTF,69.283783,19.957718,8808ed61c3fffff,612646599570489343,3,8,
NOR,Stranda,NOSRN,62.308389,6.949271,88098db5adfffff,612657617212276735,3,8,
NOR,Straume,NOUME,60.323058,5.272636,880981c6b7fffff,612656797152444415,3,8,
NOR,Straumsgjerde,NOSGJ,62.335684,6.589505,8808364d53fffff,612634018420097023,3,8,
NOR,Straumsjoen,NOSSO,68.695695,14.461733,88095806b1fffff,612653928107999231,3,8,
NOR,Stryn,NOSTR,61.899976,6.708937,88098d89c3fffff,612657605424185343,3,8,
NOR,Stura,NOSTU,60.618623,4.856747,88098195c1fffff,612656784009592831,3,8,
NOR,Sunndalsora,NOSUN,62.675957,8.524772,8808322b59fffff,612633734421676031,3,8,
NOR,Surnadal,NOSUR,62.98097,8.64226,8808335309fffff,612633813794684927,3,8,
NOR,Svartebukt,NOSVB,59.018502,9.84143,8809980c1bfffff,612658327607836671,3,8,
NOR,Svelgen,NOSVE,61.769745,5.290876,8809ab5639fffff,612659653173575679,3,8,
NOR,Svelvik,NOSVV,59.618964,10.40939,8809995685fffff,612658416302686207,3,8,
NOR,Svolvaer,NOSVJ,68.234384,14.570451,8809586b09fffff,612653955043819519,3,8,
NOR,Svolvaer Osan,NOSOS,68.232252,14.537715,8809586b47fffff,612653955108831231,3,8,
NOR,Sykkylven,NOSYK,62.396893,6.57984,8808364ea3fffff,612634018772418559,3,8,
NOR,Tananger,NOTAE,58.932675,5.576034,880982bb25fffff,612656862766039039,3,8,
NOR,Tau,NOTAU,59.061402,5.910157,880982af07fffff,612656859513356287,3,8,
NOR,Tjeldbergodden,NOTBO,63.412642,8.726313,8808331513fffff,612633797162172415,3,8,
NOR,Tomrefjord,NOTOM,62.58333333,6.916666667,8808366e49fffff,612634027267981311,3,8,
NOR,Tonsberg,NOTON,59.264157,10.407669,8809982dd9fffff,612658336665436159,3,8,
NOR,Torjulvagen,NOTJU,62.978883,8.248574,880833d923fffff,612633849792299007,3,8,
NOR,Torsken,NOTOR,69.337813,17.106648,880959a689fffff,612654039735205887,3,8,
NOR,Torsvag,NOTVA,70.242763,19.498075,88094ba9b5fffff,612653078513975295,3,8,
NOR,Trondheim,NOTRD,63.444044,10.412508,8808158c33fffff,612631767555244031,3,8,
NOR,Tyssebotn,NOTSB,60.618909,5.58615,880981a81dfffff,612656788937900031,3,8,
NOR,Uloybukt,NOUBO,69.857479,20.693385,8808e9a009fffff,612646341408980991,3,8,
NOR,Uskedalen,NOUSD,59.931509,5.856501,8809814a0bfffff,612656763686092799,3,8,
NOR,Utvorda,NOUTV,64.593904,10.950174,8808007361fffff,612630317783580671,3,8,
NOR,Vaeroy,NOVEY,67.650419,12.720061,88082dac9dfffff,612633425523769343,3,8,
NOR,Vagaholmen,NOVOH,66.710281,13.279961,8808282459fffff,612633045347860479,3,8,
NOR,Vaksdal,NOVAK,60.615323,5.838366,8809813019fffff,612656756721451007,3,8,
NOR,Valberg,NOVBE,58.880505,9.422207,8809981ae7fffff,612658331579842559,3,8,
NOR,Vega,NOVEG,65.677392,12.131628,88082a54dbfffff,612633195808030719,3,8,
NOR,Vengsoy,NOVEO,69.83713,18.586975,88094b4039fffff,612653050198228991,3,8,
NOR,Verdal,NOVER,63.7905,11.432482,880802c9c1fffff,612630478408646655,3,8,
NOR,Vestnes,NOVST,62.635669,7.081334,8808329b41fffff,612633764461281279,3,8,
NOR,Vikedal,NOVIL,59.496435,5.898423,8809839961fffff,612656922421624831,3,8,
NOR,Vikholmen,NOVHN,66.204123,12.967541,88082bd221fffff,612633298155339775,3,8,
NOR,Vikkilen,NOVKK,58.360854,8.611866,88099eaa01fffff,612658782310236159,3,8,
NOR,Vingsand,NOVNS,64.348768,10.461529,8808062497fffff,612630708950663167,3,8,
NOR,Volda,NOVDA,62.143378,6.068435,8809ab2c65fffff,612659641945423871,3,8,
NOR,Agotnes,NOAGO,60.413355,5.017177,8809818a07fffff,612656780861767679,3,8,
NOR,Alesund,NOAES,62.473492,6.153712,880836542dfffff,612634020259299327,3,8,
NOR,Ballstad,NOBSD,68.071705,13.534386,88095a8295fffff,612654098803589119,3,8,
NOR,Bergen,NOBGO,60.392687,5.309162,8809811049fffff,612656748181848063,3,8,
NOR,Bodo,NOBOO,67.284265,14.372463,880829a257fffff,612633147888107519,3,8,
NOR,Egersund,NOEGE,58.45276,6.001358,8809825535fffff,612656835402399743,3,8,
NOR,Ellingsoy,NOELL,62.515961,6.311154,8808364657fffff,612634016545243135,3,8,
NOR,Hareid,NOHRI,62.371412,6.034608,8808365067fffff,612634019246374911,3,8,
NOR,Harstad,NOHRD,68.799493,16.549516,8809597245fffff,612654025705259007,3,8,
NOR,Haugesund,NOHAU,59.411134,5.260827,880980714dfffff,612656705504804863,3,8,
NOR,Kristiansund,NOKSU,63.110558,7.733736,880832b49dfffff,612633771268636671,3,8,
NOR,Maloy,NOMAY,61.936892,5.117269,8809ab1131fffff,612659634643140607,3,8,
NOR,Mandal,NOMAN,58.026163,7.453042,8809917411fffff,612657874478301183,3,8,
NOR,Rekefjord,NOREK,58.33757,6.257896,8809824f63fffff,612656833840021503,3,8,
NOR,Risavika,NORIV,58.921439,5.582109,8809828c9dfffff,612656850275401727,3,8,
NOR,Selje,NOSJE,62.044673,5.340922,8809ab076bfffff,612659632019603455,3,8,
NOR,Sirevag,NOSRV,58.504466,5.789585,880982cd83fffff,612656867696443391,3,8,
NOR,Sortland,NOSLX,68.69996,15.419678,880958241bfffff,612653936003776511,3,8,
NOR,Tjotta,NOTJL,65.821474,12.431219,88082a0093fffff,612633173183954943,3,8,
NOR,Tromso,NOTOS,69.658046,18.973283,8808ed3437fffff,612646587344093183,3,8,
NOR,Gursken,NOGUR,62.233893,5.574245,8809ab30ddfffff,612659643144994815,3,8,
NOR,Aheim,NOAHM,62.040267,5.511435,8809ab05e5fffff,612659631610658815,3,8,
NOR,Bjerkvik,NOBKV,68.546826,17.542807,8808ec8603fffff,612646540581797887,3,8,
NOR,Bleik,NOBLK,69.27536,15.948899,8809598711fffff,612654031287877631,3,8,
NOR,Brekstad,NOBKS,63.686912,9.673362,880806518bfffff,612630721017675775,3,8,
NOR,Brettesnes,NOBTS,68.231863,14.848778,8809586881fffff,612653954364342271,3,8,
NOR,Bygstad,NOBYS,61.374043,5.638968,88098c95ebfffff,612657539967877119,3,8,
NOR,Dimmelsvik,NODIM,59.954134,5.974094,8809814ab3fffff,612656763862253567,3,8,
NOR,Djupvik,NODJU,69.749511,20.482066,8808e9ba5bfffff,612646348474286079,3,8,
NOR,Dusavik,NODUS,58.999483,5.670261,880982b8e5fffff,612656862162059263,3,8,
NOR,Dyrstad,NODYD,61.764772,5.122562,8809abcc3bfffff,612659684851056639,3,8,
NOR,Eikefjord,NOEIK,61.585138,5.454505,8809ab4329fffff,612659648056524799,3,8,
NOR,Eikelandsosen,NOELO,60.243714,5.72952,8809810b13fffff,612656746783047679,3,8,
NOR,Elnesvagen,NOELN,62.850479,7.138127,8808329737fffff,612633763377053695,3,8,
NOR,Engene,NOENG,59.683355,10.532197,880999086bfffff,612658395337457663,3,8,
NOR,Finnfjordbotn,NOFFB,69.222904,18.080089,8808ed8aa7fffff,612646610546982911,3,8,
NOR,Flekkefjord,NOFFD,58.293809,6.659588,880991a2c5fffff,612657887015075839,3,8,
NOR,Florvag,NOFLO,60.420349,5.240538,880981125dfffff,612656748739690495,3,8,
NOR,Fonnes,NOFNN,60.811043,4.971484,8809aa4f21fffff,612659582549884927,3,8,
NOR,Frekhaug,NOFKG,60.513979,5.247706,8809818c3bfffff,612656781453164543,3,8,
NOR,Gaupne,NOGPN,61.39529,7.293236,88098d5917fffff,612657592358928383,3,8,
NOR,Gjosundet,NOGJD,62.526807,6.138757,88083656a1fffff,612634020917805055,3,8,
NOR,Gravdal,NOGRD,68.12669,13.570376,88095a9599fffff,612654103908057087,3,8,
NOR,Hellesylt,NOHSY,62.08817,6.870181,88098db95dfffff,612657618202132479,3,8,
NOR,Hellvik,NOHEL,58.475943,5.87579,8809825701fffff,612656835884744703,3,8,
NOR,Henningsvaer,NOHEN,68.155038,14.206309,88095ab0d1fffff,612654111214534655,3,8,
NOR,Hestvika,NOHES,63.564826,9.201214,8808333563fffff,612633805835993087,3,8,
NOR,Holla,NOHOA,63.319971,9.145801,8808330cebfffff,612633794972745727,3,8,
NOR,Hollen,NOHLL,58.076165,7.808366,88099164b1fffff,612657870351106047,3,8,
NOR,Hoylandsbygda,NOHLB,59.788496,5.791885,880983971bfffff,612656921811353599,3,8,
NOR,Innvik,NOINV,61.852112,6.613591,88098dd491fffff,612657625504415743,3,8,
NOR,Jelsa,NOJEL,59.337055,6.024067,880983d0a7fffff,612656937258975231,3,8,
NOR,Kjopmannskjaer,NOKMS,59.172162,10.384948,88099b9255fffff,612658569797435391,3,8,
NOR,Knarrevik,NOKRV,60.372267,5.161713,88098189c5fffff,612656780792561663,3,8,
NOR,Kobbvagen,NOKBV,68.738471,14.532589,880958a9b3fffff,612653971865075711,3,8,
NOR,Laksevag,NOLVG,60.390987,5.260462,8809811267fffff,612656748750176255,3,8,
NOR,Laukvik,NOLVK,68.387143,14.411653,8809587113fffff,612653956664918015,3,8,
NOR,Liland,NOLID,68.475338,16.888859,88095ba60dfffff,612654177044135935,3,8,
NOR,Loen,NOLOE,61.87021,6.843762,88098d1301fffff,612657573545377791,3,8,
NOR,Lovund,NOLOV,66.364003,12.377903,8808287a51fffff,612633068424921087,3,8,
NOR,Lysoysund,NOLSU,63.886397,9.866269,8808060823fffff,612630701312835583,3,8,
NOR,Manger,NOMGR,60.635153,5.030191,8809818443fffff,612656779314069503,3,8,
NOR,Melsomvik,NOMEV,59.219086,10.339475,8809982d5dfffff,612658336535412735,3,8,
NOR,Menstad,NOMEN,59.170062,9.641333,880998a9abfffff,612658369903198207,3,8,
NOR,Misvaer,NOMIS,67.120403,14.9858,880829362bfffff,612633118850940927,3,8,
NOR,Mjolstadneset,NOMSD,62.324248,5.665065,8809ab34cdfffff,612659644201959423,3,8,
NOR,Moss,NOMSS,59.437993,10.65943,8809994135fffff,612658410581655551,3,8,
NOR,Nyhamna,NONYH,62.85228,6.950985,8808362d33fffff,612634009796607999,3,8,
NOR,Oksfjord,NOOKF,70.241886,22.34288,880125cf1dfffff,612509739726667775,3,8,
NOR,Olve,NOOLV,60.01061,5.812639,8809814029fffff,612656761033195519,3,8,
NOR,Ramsvika,NORMV,64.518634,11.484784,880802a641fffff,612630468879187967,3,8,
NOR,Risoyhamn,NORSH,68.968053,15.641985,880959c465fffff,612654047750520831,3,8,
NOR,Rubbestadneset,NORUB,59.816082,5.2763,8809802223fffff,612656684254363647,3,8,
NOR,Saevareid,NOSID,60.188973,5.762259,8809815497fffff,612656766517247999,3,8,
NOR,Sarpsborg,NOSPG,59.269204,11.100634,88099bbb29fffff,612658580757151743,3,8,
NOR,Sigerfjord,NOSRD,68.642333,15.517587,88095825b3fffff,612653936431595519,3,8,
NOR,Skalevik,NOSKV,60.393012,5.2317,8809811269fffff,612656748752273407,3,8,
NOR,Skorgeneset,NOSGT,62.578569,7.119825,8808366cebfffff,612634026900979711,3,8,
NOR,Skrova,NOSRO,68.166634,14.667114,8809586925fffff,612653954536308735,3,8,
NOR,Sommaroy,NOSOM,69.634196,18.001056,8808edb5a9fffff,612646622091804671,3,8,
NOR,Sovik,NOSOV,62.435549,6.747258,88083679e9fffff,612634030388543487,3,8,
NOR,Stavanger,NOSVG,58.97461,5.73226,880982b9b9fffff,612656862384357375,3,8,
NOR,Steinesjoen,NOSNS,68.601581,14.458076,88095805a5fffff,612653927826980863,3,8,
NOR,Steinshamn,NOSTH,62.785564,6.474027,8808363b33fffff,612634013554704383,3,8,
NOR,Stjordal,NOSTJ,63.464952,10.882018,8808150719fffff,612631731826065407,3,8,
NOR,Sunde,NOSIS,59.833192,5.717024,8809839659fffff,612656921607929855,3,8,
NOR,Susort,NOSUS,59.281506,5.468996,8809807929fffff,612656707614539775,3,8,
NOR,Thoroya,NOTOY,59.103383,10.229231,8809982951fffff,612658335449087999,3,8,
NOR,Tromvik,NOTMV,69.776242,18.406734,88094b4a5dfffff,612653052920332287,3,8,
NOR,Valevag,NOVAG,59.701905,5.46962,8809802855fffff,612656685917405183,3,8,
NOR,Vannavalen,NOVNN,70.124321,19.980933,88094b2333fffff,612653042407309311,3,8,
NOR,Vats,NOVTS,59.474568,5.737968,8809806e33fffff,612656704672235519,3,8,
NOR,Vedavagen,NOVMD,59.292116,5.236752,8809804523fffff,612656693649604607,3,8,
NOR,Vinjeora,NOVNJ,63.201327,8.975255000000002,8808330805fffff,612633793657831423,3,8,
NOR,Vistdal,NOVDL,62.723222,7.930421,88083215d7fffff,612633728648216575,3,8,
NOR,Vormedal,NOSAG,59.354565,5.317284,8809807a6bfffff,612656707952181247,3,8,
NLD,Sneek,NLSNK,53.029595,5.658453,88196d4659fffff,612936863281315839,3,8,
NLD,Stellendam,NLSTD,51.821665,4.048781,88196ba919fffff,612936752350363647,3,8,
NLD,Zaltbommel,NLZLB,51.815224,5.243187,88196974d9fffff,612936600885657599,3,8,
NLD,Alblasserdam,NLABL,51.860418,4.652419,88196bb6bbfffff,612936756009893887,3,8,
NLD,Ameland,NLAML,53.433011,5.77371,88196dd8d9fffff,612936902607110143,3,8,
NLD,Beverwijk,NLBEV,52.470675,4.667886,8819682291fffff,612936510078975999,3,8,
NLD,Binnenmaas,NLBNM,51.786469,4.555792,88196ba61dfffff,612936751549251583,3,8,
NLD,Borssele,NLBOR,51.412084,3.728579,88194d92d5fffff,612934684789178367,3,8,
NLD,Botlek,NLBOT,51.88333333,4.283333333,88196ba335fffff,612936750769111039,3,8,
